Farm,Type,Year,Round,Bees,Floral
Farm9,HLS,2013,2,279,34866
Farm9,HLS,2013,3,437,81283
Farm9,HLS,2014,1,241,37629
Farm9,HLS,2014,2,222,64863
Farm9,HLS,2014,3,428,72688
Farm20,ELS,2013,1,496,56162
Farm20,ELS,2013,2,441,52492
Farm20,ELS,2013,3,46,52491
Farm20,ELS,2014,1,69,99204
Farm20,ELS,2014,2,143,86012
Farm20,ELS,2014,3,479,78844
Farm21,ELS,2013,1,52,55355
Farm21,ELS,2013,2,117,57021
Farm21,ELS,2013,3,223,5164
Farm21,ELS,2014,1,464,72889
Farm21,ELS,2014,2,267,55376
Farm21,ELS,2014,3,328,8240
Farm22,ELS,2013,1,245,11642
Farm22,ELS,2013,2,244,85248
Farm22,ELS,2013,3,160,46680
Farm22,ELS,2014,1,430,45779
Farm22,ELS,2014,2,487,56620
Farm22,ELS,2014,3,204,85412
Farm23,ELS,2013,1,297,48766
Farm23,ELS,2013,2,70,93619
Farm23,ELS,2013,3,139,84929
Farm23,ELS,2014,1,378,36518
Farm23,ELS,2014,2,375,41108
Farm23,ELS,2014,3,24,7066
Farm24,ELS,2013,1,95,16589
Farm24,ELS,2013,2,232,52457
Farm24,ELS,2013,3,427,51821
Farm24,ELS,2014,1,202,73751
Farm24,ELS,2014,2,422,26284
Farm24,ELS,2014,3,282,77643
Farm25,HLS,2013,1,376,79959
Farm25,HLS,2013,2,139,32329
Farm25,HLS,2013,3,21,71014
Farm25,HLS,2014,1,493,29608
Farm25,HLS,2014,2,341,86977
Farm25,HLS,2014,3,356,55904
Farm26,HLS,2013,1,350,78364
Farm26,HLS,2013,2,127,54711
Farm26,HLS,2013,3,273,19092
Farm26,HLS,2014,1,325,97024
Farm26,HLS,2014,2,11,21728
Farm26,HLS,2014,3,25,19043
Farm27,HLS,2013,1,103,25881
Farm27,HLS,2013,2,48,87374
Farm27,HLS,2013,3,82,95431
Farm27,HLS,2014,1,346,99831
Farm27,HLS,2014,2,85,98816
Farm27,HLS,2014,3,300,99968
Farm28,ELS,2013,1,326,82288
Farm28,ELS,2013,2,476,89955
Farm28,ELS,2013,3,194,92821
Farm28,ELS,2014,1,266,98038
Farm28,ELS,2014,2,245,86172
Farm28,ELS,2014,3,369,48885
Farm29,HLS,2013,1,40,94575
Farm29,HLS,2013,2,367,19126
Farm29,HLS,2013,3,481,47873
Farm29,HLS,2014,1,245,46681
Farm29,HLS,2014,2,71,61830
Farm29,HLS,2014,3,374,44151
Farm30,HLS,2013,1,156,95390
Farm30,HLS,2013,2,61,39347
Farm30,HLS,2013,3,144,75856
Farm30,HLS,2014,1,488,47533
Farm30,HLS,2014,2,303,49698
Farm30,HLS,2014,3,377,57364
Farm31,ELS,2013,1,165,89080
Farm31,ELS,2013,2,47,56939
Farm31,ELS,2013,3,394,98282
Farm31,ELS,2014,1,322,29417
Farm31,ELS,2014,2,469,68200
Farm31,ELS,2014,3,360,96807
Farm32,HLS,2013,1,445,93481
Farm32,HLS,2013,2,50,57391
Farm32,HLS,2013,3,14,22488
Farm32,HLS,2014,1,300,30698
Farm32,HLS,2014,2,467,19619
Farm32,HLS,2014,3,470,64726
Farm33,HLS,2013,1,68,51416
Farm33,HLS,2013,2,456,19059
Farm33,HLS,2013,3,384,42215
Farm33,HLS,2014,1,151,93648
Farm33,HLS,2014,2,462,76208
Farm33,HLS,2014,3,251,24686
Farm34,ELS,2013,1,136,29100
Farm34,ELS,2013,2,107,71262
Farm34,ELS,2013,3,208,44612
Farm34,ELS,2014,1,42,58951
Farm34,ELS,2014,2,84,92438
Farm34,ELS,2014,3,243,39797
Farm35,HLS,2013,1,364,64826
Farm35,HLS,2013,2,313,74305
Farm35,HLS,2013,3,222,55177
Farm35,HLS,2014,1,500,66643
Farm35,HLS,2014,2,161,7128
Farm35,HLS,2014,3,34,81409
Farm36,HLS,2013,1,289,21906
Farm36,HLS,2013,2,430,51004
Farm36,HLS,2013,3,382,5582
Farm36,HLS,2014,1,49,73488
Farm36,HLS,2014,2,333,36565
Farm36,HLS,2014,3,308,73694
Farm37,HLS,2013,1,394,53779
Farm37,HLS,2013,2,350,10116
Farm37,HLS,2013,3,450,98830
Farm37,HLS,2014,1,498,58629
Farm37,HLS,2014,2,175,95232
Farm37,HLS,2014,3,40,13870
Farm38,ELS,2013,1,123,44248
Farm38,ELS,2013,2,426,43783
Farm38,ELS,2013,3,262,31521
Farm38,ELS,2014,1,493,39661
Farm38,ELS,2014,2,347,53832
Farm38,ELS,2014,3,427,93280
Farm39,HLS,2013,1,83,58131
Farm39,HLS,2013,2,359,49466
Farm39,HLS,2013,3,312,18603
Farm39,HLS,2014,1,333,89620
Farm39,HLS,2014,2,12,24773
Farm39,HLS,2014,3,197,27573
Farm40,HLS,2013,1,257,43907
Farm40,HLS,2013,2,435,45443
Farm40,HLS,2013,3,317,10430
Farm40,HLS,2014,1,70,24825
Farm40,HLS,2014,2,38,57526
Farm40,HLS,2014,3,218,66671
Farm41,HLS,2013,1,291,37544
Farm41,HLS,2013,2,167,68177
Farm41,HLS,2013,3,304,47928
Farm41,HLS,2014,1,390,22454
Farm41,HLS,2014,2,345,61411
Farm41,HLS,2014,3,269,9562
Farm42,HLS,2013,1,142,5215
Farm42,HLS,2013,2,460,8053
Farm42,HLS,2013,3,83,46081
Farm42,HLS,2014,1,7,70732
Farm42,HLS,2014,2,166,53135
Farm42,HLS,2014,3,127,55559
Farm43,ELS,2013,1,1,69682
Farm43,ELS,2013,2,328,79870
Farm43,ELS,2013,3,276,42192
Farm43,ELS,2014,1,132,81765
Farm43,ELS,2014,2,250,86222
Farm43,ELS,2014,3,43,83827
Farm44,HLS,2013,1,235,48834
Farm44,HLS,2013,2,205,82903
Farm44,HLS,2013,3,452,80782
Farm44,HLS,2014,1,404,84677
Farm44,HLS,2014,2,146,82182
Farm44,HLS,2014,3,101,5236
Farm45,HLS,2013,1,17,24943
Farm45,HLS,2013,2,430,10763
Farm45,HLS,2013,3,357,28462
Farm45,HLS,2014,1,57,5099
Farm45,HLS,2014,2,12,81589
Farm45,HLS,2014,3,380,63447
Farm46,HLS,2013,1,388,78323
Farm46,HLS,2013,2,103,23009
Farm46,HLS,2013,3,111,14019
Farm46,HLS,2014,1,254,45148
Farm46,HLS,2014,2,470,36405
Farm46,HLS,2014,3,116,53229
Farm47,HLS,2013,1,410,32300
Farm47,HLS,2013,2,246,49672
Farm47,HLS,2013,3,142,77522
Farm47,HLS,2014,1,438,34365
Farm47,HLS,2014,2,390,34779
Farm47,HLS,2014,3,248,74911
Farm48,HLS,2013,1,280,78561
Farm48,HLS,2013,2,481,42487
Farm48,HLS,2013,3,468,17593
Farm48,HLS,2014,1,82,47273
Farm48,HLS,2014,2,416,90066
Farm48,HLS,2014,3,117,46263
Farm49,ELS,2013,1,483,27615
Farm49,ELS,2013,2,378,48015
Farm49,ELS,2013,3,150,45255
Farm49,ELS,2014,1,338,48325
Farm49,ELS,2014,2,100,86994
Farm49,ELS,2014,3,225,92933
Farm50,HLS,2013,1,77,5695
Farm50,HLS,2013,2,261,42116
Farm50,HLS,2013,3,326,19137
Farm50,HLS,2014,1,117,72742
Farm50,HLS,2014,2,82,5901
Farm50,HLS,2014,3,377,89048
Farm51,HLS,2013,1,323,64760
Farm51,HLS,2013,2,19,70388
Farm51,HLS,2013,3,365,14690
Farm51,HLS,2014,1,197,58877
Farm51,HLS,2014,2,475,41478
Farm51,HLS,2014,3,158,33585
Farm52,ELS,2013,1,87,73260
Farm52,ELS,2013,2,248,7913
Farm52,ELS,2013,3,487,17352
Farm52,ELS,2014,1,385,35182
Farm52,ELS,2014,2,112,66519
Farm52,ELS,2014,3,186,18858
Farm53,ELS,2013,1,102,66502
Farm53,ELS,2013,2,122,16362
Farm53,ELS,2013,3,409,37803
Farm53,ELS,2014,1,227,32547
Farm53,ELS,2014,2,446,23134
Farm53,ELS,2014,3,257,72597
Farm54,ELS,2013,1,121,59077
Farm54,ELS,2013,2,476,17636
Farm54,ELS,2013,3,64,91106
Farm54,ELS,2014,1,341,8101
Farm54,ELS,2014,2,117,24813
Farm54,ELS,2014,3,310,79990
Farm55,HLS,2013,1,231,51737
Farm55,HLS,2013,2,219,40002
Farm55,HLS,2013,3,264,70756
Farm55,HLS,2014,1,492,43255
Farm55,HLS,2014,2,197,86110
Farm55,HLS,2014,3,225,18830
Farm56,HLS,2013,1,45,25019
Farm56,HLS,2013,2,259,96393
Farm56,HLS,2013,3,155,23778
Farm56,HLS,2014,1,264,96895
Farm56,HLS,2014,2,175,89150
Farm56,HLS,2014,3,344,43354
Farm57,ELS,2013,1,63,88763
Farm57,ELS,2013,2,53,38644
Farm57,ELS,2013,3,292,23710
Farm57,ELS,2014,1,64,56457
Farm57,ELS,2014,2,225,72252
Farm57,ELS,2014,3,358,45281
Farm58,ELS,2013,1,267,35553
Farm58,ELS,2013,2,77,38320
Farm58,ELS,2013,3,106,57805
Farm58,ELS,2014,1,477,91010
Farm58,ELS,2014,2,57,81993
Farm58,ELS,2014,3,386,51636
Farm59,ELS,2013,1,84,34144
Farm59,ELS,2013,2,281,71126
Farm59,ELS,2013,3,178,98067
Farm59,ELS,2014,1,85,44652
Farm59,ELS,2014,2,380,28781
Farm59,ELS,2014,3,121,92611
Farm60,HLS,2013,1,286,8189
Farm60,HLS,2013,2,130,33111
Farm60,HLS,2013,3,147,98855
Farm60,HLS,2014,1,106,19317
Farm60,HLS,2014,2,284,93380
Farm60,HLS,2014,3,460,81094
Farm61,ELS,2013,1,164,78345
Farm61,ELS,2013,2,342,26534
Farm61,ELS,2013,3,235,52034
Farm61,ELS,2014,1,88,5430
Farm61,ELS,2014,2,219,45696
Farm61,ELS,2014,3,406,23759
Farm62,HLS,2013,1,101,50872
Farm62,HLS,2013,2,212,23893
Farm62,HLS,2013,3,432,54716
Farm62,HLS,2014,1,53,45105
Farm62,HLS,2014,2,297,93025
Farm62,HLS,2014,3,308,25667
Farm63,HLS,2013,1,185,78599
Farm63,HLS,2013,2,396,23226
Farm63,HLS,2013,3,63,10493
Farm63,HLS,2014,1,364,10549
Farm63,HLS,2014,2,363,64324
Farm63,HLS,2014,3,305,97640
Farm64,ELS,2013,1,110,69190
Farm64,ELS,2013,2,208,23528
Farm64,ELS,2013,3,430,61887
Farm64,ELS,2014,1,406,58963
Farm64,ELS,2014,2,12,84765
Farm64,ELS,2014,3,64,53497
Farm65,ELS,2013,1,381,18888
Farm65,ELS,2013,2,47,40011
Farm65,ELS,2013,3,94,8805
Farm65,ELS,2014,1,420,95498
Farm65,ELS,2014,2,137,39300
Farm65,ELS,2014,3,111,15642
Farm66,ELS,2013,1,313,57494
Farm66,ELS,2013,2,497,10471
Farm66,ELS,2013,3,186,65546
Farm66,ELS,2014,1,174,94415
Farm66,ELS,2014,2,349,32822
Farm66,ELS,2014,3,359,47328
Farm67,ELS,2013,1,15,31096
Farm67,ELS,2013,2,170,64700
Farm67,ELS,2013,3,3,26337
Farm67,ELS,2014,1,202,25848
Farm67,ELS,2014,2,365,49249
Farm67,ELS,2014,3,416,71199
Farm68,HLS,2013,1,163,11840
Farm68,HLS,2013,2,86,14217
Farm68,HLS,2013,3,98,67104
Farm68,HLS,2014,1,363,30251
Farm68,HLS,2014,2,136,51035
Farm68,HLS,2014,3,235,9506
