Farm,Type,Year,Round,Bees,Floral
Farm8,HLS,2013,1,30,90983
Farm8,HLS,2013,2,411,85004
Farm8,HLS,2013,3,223,41505
Farm8,HLS,2014,1,261,34820
Farm8,HLS,2014,2,452,10381
Farm8,HLS,2014,3,363,79647
Farm9,HLS,2013,1,425,56124
Farm9,HLS,2013,2,224,56194
Farm9,HLS,2013,3,42,65298
Farm9,HLS,2014,1,124,72394
Farm9,HLS,2014,2,481,78666
Farm9,HLS,2014,3,371,73045
Farm20,ELS,2013,1,153,40719
Farm20,ELS,2013,2,236,23494
Farm20,ELS,2013,3,415,55075
Farm20,ELS,2014,1,272,89195
Farm20,ELS,2014,2,109,9532
Farm20,ELS,2014,3,117,88276
Farm21,ELS,2013,1,273,82362
Farm21,ELS,2013,2,386,39010
Farm21,ELS,2013,3,409,11482
Farm21,ELS,2014,1,72,75765
Farm21,ELS,2014,2,8,14815
Farm21,ELS,2014,3,311,53261
Farm22,ELS,2013,1,72,80224
Farm22,ELS,2013,2,164,37413
Farm22,ELS,2013,3,186,11893
Farm22,ELS,2014,1,169,71659
Farm22,ELS,2014,2,317,63385
Farm22,ELS,2014,3,180,83496
Farm23,HLS,2013,1,341,23028
Farm23,HLS,2013,2,314,95704
Farm23,HLS,2013,3,413,96440
Farm23,HLS,2014,1,151,45503
Farm23,HLS,2014,2,239,89301
Farm23,HLS,2014,3,159,39634
Farm24,HLS,2013,1,476,41070
Farm24,HLS,2013,2,273,46420
Farm24,HLS,2013,3,71,61244
Farm24,HLS,2014,1,387,44943
Farm24,HLS,2014,2,347,89489
Farm24,HLS,2014,3,309,51739
Farm25,ELS,2013,1,366,31919
Farm25,ELS,2013,2,38,42586
Farm25,ELS,2013,3,4,44240
Farm25,ELS,2014,1,171,60668
Farm25,ELS,2014,2,261,73743
Farm25,ELS,2014,3,262,88950
Farm26,ELS,2013,1,214,15839
Farm26,ELS,2013,2,160,46112
Farm26,ELS,2013,3,402,58234
Farm26,ELS,2014,1,67,43748
Farm26,ELS,2014,2,295,97425
Farm26,ELS,2014,3,228,71907
Farm27,ELS,2013,1,220,56814
Farm27,ELS,2013,2,356,8945
Farm27,ELS,2013,3,133,46021
Farm27,ELS,2014,1,124,9937
Farm27,ELS,2014,2,478,48163
Farm27,ELS,2014,3,458,39769
Farm28,HLS,2013,1,395,43793
Farm28,HLS,2013,2,281,58740
Farm28,HLS,2013,3,381,13402
Farm28,HLS,2014,1,229,70094
Farm28,HLS,2014,2,387,54134
Farm28,HLS,2014,3,394,24967
Farm29,HLS,2013,1,336,24311
Farm29,HLS,2013,2,259,37413
Farm29,HLS,2013,3,482,16023
Farm29,HLS,2014,1,73,74942
Farm29,HLS,2014,2,446,71480
Farm29,HLS,2014,3,162,62505
Farm30,ELS,2013,1,6,26661
Farm30,ELS,2013,2,30,20655
Farm30,ELS,2013,3,31,53047
Farm30,ELS,2014,1,51,75003
Farm30,ELS,2014,2,129,64469
Farm30,ELS,2014,3,480,44388
Farm31,HLS,2013,1,1,17835
Farm31,HLS,2013,2,201,37433
Farm31,HLS,2013,3,131,95503
Farm31,HLS,2014,1,62,37051
Farm31,HLS,2014,2,119,84682
Farm31,HLS,2014,3,141,47581
Farm32,ELS,2013,1,132,12088
Farm32,ELS,2013,2,241,29934
Farm32,ELS,2013,3,295,8079
Farm32,ELS,2014,1,20,51298
Farm32,ELS,2014,2,381,33066
Farm32,ELS,2014,3,445,23093
Farm33,ELS,2013,1,34,41737
Farm33,ELS,2013,2,314,53705
Farm33,ELS,2013,3,110,52077
Farm33,ELS,2014,1,417,45195
Farm33,ELS,2014,2,406,31597
Farm33,ELS,2014,3,191,76732
Farm34,HLS,2013,1,19,13549
Farm34,HLS,2013,2,405,24947
Farm34,HLS,2013,3,104,59371
Farm34,HLS,2014,1,353,41215
Farm34,HLS,2014,2,358,83554
Farm34,HLS,2014,3,465,20977
Farm35,ELS,2013,1,438,74194
Farm35,ELS,2013,2,326,78380
Farm35,ELS,2013,3,313,66191
Farm35,ELS,2014,1,356,40502
Farm35,ELS,2014,2,372,18581
Farm35,ELS,2014,3,35,84264
Farm36,ELS,2013,1,165,70209
Farm36,ELS,2013,2,115,96008
Farm36,ELS,2013,3,260,59836
Farm36,ELS,2014,1,119,34183
Farm36,ELS,2014,2,89,13203
Farm36,ELS,2014,3,486,19006
Farm37,HLS,2013,1,44,81487
Farm37,HLS,2013,2,142,77246
Farm37,HLS,2013,3,400,12233
Farm37,HLS,2014,1,395,22981
Farm37,HLS,2014,2,496,68090
Farm37,HLS,2014,3,498,51440
Farm38,ELS,2013,1,256,33534
Farm38,ELS,2013,2,182,26269
Farm38,ELS,2013,3,356,24500
Farm38,ELS,2014,1,244,22320
Farm38,ELS,2014,2,320,96088
Farm38,ELS,2014,3,51,91815
Farm39,HLS,2013,1,481,65650
Farm39,HLS,2013,2,302,19402
Farm39,HLS,2013,3,265,82838
Farm39,HLS,2014,1,68,73749
Farm39,HLS,2014,2,348,21526
Farm39,HLS,2014,3,58,55960
Farm40,ELS,2013,1,350,88905
Farm40,ELS,2013,2,274,93215
Farm40,ELS,2013,3,319,17084
Farm40,ELS,2014,1,182,72141
Farm40,ELS,2014,2,415,65801
Farm40,ELS,2014,3,95,32033
Farm41,ELS,2013,1,128,53169
Farm41,ELS,2013,2,134,67916
Farm41,ELS,2013,3,341,92687
Farm41,ELS,2014,1,474,38608
Farm41,ELS,2014,2,180,10014
Farm41,ELS,2014,3,367,12647
Farm42,HLS,2013,1,224,31531
Farm42,HLS,2013,2,82,7069
Farm42,HLS,2013,3,262,71380
Farm42,HLS,2014,1,46,46038
Farm42,HLS,2014,2,410,83611
Farm42,HLS,2014,3,277,61629
Farm43,HLS,2013,1,251,13133
Farm43,HLS,2013,2,188,49362
Farm43,HLS,2013,3,362,90737
Farm43,HLS,2014,1,63,37749
Farm43,HLS,2014,2,419,92344
Farm43,HLS,2014,3,24,22726
Farm44,HLS,2013,1,312,61433
Farm44,HLS,2013,2,444,17523
Farm44,HLS,2013,3,401,5347
Farm44,HLS,2014,1,430,14093
Farm44,HLS,2014,2,473,26323
Farm44,HLS,2014,3,436,32361
Farm45,ELS,2013,1,399,83468
Farm45,ELS,2013,2,395,67232
Farm45,ELS,2013,3,499,71532
Farm45,ELS,2014,1,282,14894
Farm45,ELS,2014,2,288,33191
Farm45,ELS,2014,3,275,7587
Farm46,HLS,2013,1,277,31254
Farm46,HLS,2013,2,387,65262
Farm46,HLS,2013,3,436,12213
Farm46,HLS,2014,1,254,10466
Farm46,HLS,2014,2,379,22169
Farm46,HLS,2014,3,232,45690
Farm47,HLS,2013,1,181,11210
Farm47,HLS,2013,2,381,5607
Farm47,HLS,2013,3,496,76207
Farm47,HLS,2014,1,292,43872
Farm47,HLS,2014,2,229,46158
Farm47,HLS,2014,3,259,43385
Farm48,ELS,2013,1,287,48271
Farm48,ELS,2013,2,483,87036
Farm48,ELS,2013,3,470,39624
Farm48,ELS,2014,1,441,83793
Farm48,ELS,2014,2,377,30879
Farm48,ELS,2014,3,308,54397
Farm49,ELS,2013,1,177,75299
Farm49,ELS,2013,2,356,31795
Farm49,ELS,2013,3,32,71605
Farm49,ELS,2014,1,236,35068
Farm49,ELS,2014,2,438,59858
Farm49,ELS,2014,3,141,5476
Farm50,HLS,2013,1,265,68648
Farm50,HLS,2013,2,137,34279
Farm50,HLS,2013,3,479,35428
Farm50,HLS,2014,1,308,19433
Farm50,HLS,2014,2,81,78194
Farm50,HLS,2014,3,272,8926
Farm51,HLS,2013,1,290,84450
Farm51,HLS,2013,2,279,87746
Farm51,HLS,2013,3,453,42403
Farm51,HLS,2014,1,305,50368
Farm51,HLS,2014,2,451,9825
Farm51,HLS,2014,3,343,58900
Farm52,ELS,2013,1,103,25615
Farm52,ELS,2013,2,217,87674
