Farm,Type,Year,Round,Bees,Floral
Farm23,HLS,2014,3,332,25023
Farm24,ELS,2013,1,148,14909
Farm24,ELS,2013,2,419,13763
Farm24,ELS,2013,3,396,58521
Farm24,ELS,2014,1,285,65056
Farm24,ELS,2014,2,12,53057
Farm24,ELS,2014,3,266,62912
Farm25,HLS,2013,1,36,44978
Farm25,HLS,2013,2,176,66875
Farm25,HLS,2013,3,70,61199
Farm25,HLS,2014,1,445,47285
Farm25,HLS,2014,2,184,26911
Farm25,HLS,2014,3,57,92946
Farm26,ELS,2013,1,497,72892
Farm26,ELS,2013,2,142,13418
Farm26,ELS,2013,3,51,63508
Farm26,ELS,2014,1,35,50330
Farm26,ELS,2014,2,34,27146
Farm26,ELS,2014,3,51,66302
Farm27,ELS,2013,1,374,34074
Farm27,ELS,2013,2,225,37562
Farm27,ELS,2013,3,42,35342
Farm27,ELS,2014,1,190,24524
Farm27,ELS,2014,2,164,58933
Farm27,ELS,2014,3,115,62864
Farm28,ELS,2013,1,367,10606
Farm28,ELS,2013,2,293,56185
Farm28,ELS,2013,3,365,74640
Farm28,ELS,2014,1,306,91428
Farm28,ELS,2014,2,493,70853
Farm28,ELS,2014,3,415,69479
Farm29,HLS,2013,1,484,38906
Farm29,HLS,2013,2,260,16953
Farm29,HLS,2013,3,20,69546
Farm29,HLS,2014,1,95,51994
Farm29,HLS,2014,2,166,32665
Farm29,HLS,2014,3,244,24140
Farm30,HLS,2013,1,168,22025
Farm30,HLS,2013,2,352,76268
Farm30,HLS,2013,3,410,13866
Farm30,HLS,2014,1,229,76427
Farm30,HLS,2014,2,462,18486
Farm30,HLS,2014,3,160,13614
Farm31,ELS,2013,1,279,18415
Farm31,ELS,2013,2,477,5653
Farm31,ELS,2013,3,68,25361
Farm31,ELS,2014,1,373,35011
Farm31,ELS,2014,2,92,52709
Farm31,ELS,2014,3,438,88653
Farm32,ELS,2013,1,230,66954
Farm32,ELS,2013,2,496,72878
Farm32,ELS,2013,3,155,13968
Farm32,ELS,2014,1,379,30138
Farm32,ELS,2014,2,402,62136
Farm32,ELS,2014,3,58,25721
Farm33,HLS,2013,1,278,11638
Farm33,HLS,2013,2,417,91280
Farm33,HLS,2013,3,162,67170
Farm33,HLS,2014,1,187,49186
Farm33,HLS,2014,2,133,65513
Farm33,HLS,2014,3,491,17979
Farm34,HLS,2013,1,237,92145
Farm34,HLS,2013,2,273,88785
Farm34,HLS,2013,3,453,71363
Farm34,HLS,2014,1,213,10130
Farm34,HLS,2014,2,369,7557
Farm34,HLS,2014,3,220,14881
Farm35,ELS,2013,1,11,65845
Farm35,ELS,2013,2,265,56060
Farm35,ELS,2013,3,322,40299
Farm35,ELS,2014,1,405,59252
Farm35,ELS,2014,2,239,56233
Farm35,ELS,2014,3,160,46387
Farm36,HLS,2013,1,323,50538
Farm36,HLS,2013,2,299,39424
Farm36,HLS,2013,3,187,97671
Farm36,HLS,2014,1,116,38143
Farm36,HLS,2014,2,382,21501
Farm36,HLS,2014,3,333,31253
Farm37,HLS,2013,1,268,73632
Farm37,HLS,2013,2,243,37697
Farm37,HLS,2013,3,192,10212
Farm37,HLS,2014,1,173,21038
Farm37,HLS,2014,2,12,77370
Farm37,HLS,2014,3,458,39664
Farm38,ELS,2013,1,324,86273
Farm38,ELS,2013,2,37,17343
Farm38,ELS,2013,3,80,34911
Farm38,ELS,2014,1,489,74686
Farm38,ELS,2014,2,117,79236
Farm38,ELS,2014,3,17,38193
Farm39,HLS,2013,1,276,27304
Farm39,HLS,2013,2,321,18062
Farm39,HLS,2013,3,27,10214
Farm39,HLS,2014,1,444,27161
Farm39,HLS,2014,2,441,55563
Farm39,HLS,2014,3,341,76193
Farm40,HLS,2013,1,459,13381
Farm40,HLS,2013,2,172,54315
Farm40,HLS,2013,3,362,51274
Farm40,HLS,2014,1,159,53269
Farm40,HLS,2014,2,154,73815
Farm40,HLS,2014,3,164,74315
Farm41,ELS,2013,1,381,68621
Farm41,ELS,2013,2,79,56167
Farm41,ELS,2013,3,134,96013
Farm41,ELS,2014,1,244,65354
Farm41,ELS,2014,2,193,60163
Farm41,ELS,2014,3,58,53180
Farm42,HLS,2013,1,305,53213
Farm42,HLS,2013,2,215,24849
Farm42,HLS,2013,3,339,72203
Farm42,HLS,2014,1,181,21762
Farm42,HLS,2014,2,12,97374
Farm42,HLS,2014,3,488,29889
Farm43,HLS,2013,1,312,5959
Farm43,HLS,2013,2,341,58156
Farm43,HLS,2013,3,281,49186
Farm43,HLS,2014,1,79,50580
Farm43,HLS,2014,2,338,61493
Farm43,HLS,2014,3,267,93575
Farm44,ELS,2013,1,24,70285
Farm44,ELS,2013,2,400,12350
Farm44,ELS,2013,3,373,7981
Farm44,ELS,2014,1,198,35542
Farm44,ELS,2014,2,491,46978
Farm44,ELS,2014,3,483,84534
Farm45,HLS,2013,1,470,66366
Farm45,HLS,2013,2,331,64241
Farm45,HLS,2013,3,460,71917
Farm45,HLS,2014,1,394,49781
Farm45,HLS,2014,2,261,84360
Farm45,HLS,2014,3,259,57074
Farm46,HLS,2013,1,453,26234
Farm46,HLS,2013,2,303,85944
Farm46,HLS,2013,3,259,53881
Farm46,HLS,2014,1,160,95822
Farm46,HLS,2014,2,290,11548
Farm46,HLS,2014,3,159,9975
Farm47,HLS,2013,1,97,87503
Farm47,HLS,2013,2,115,16598
Farm47,HLS,2013,3,305,14186
Farm47,HLS,2014,1,293,27517
Farm47,HLS,2014,2,278,15626
Farm47,HLS,2014,3,410,67698
Farm48,HLS,2013,1,317,39012
Farm48,HLS,2013,2,328,56876
Farm48,HLS,2013,3,335,48900
Farm48,HLS,2014,1,234,7949
Farm48,HLS,2014,2,353,12969
Farm48,HLS,2014,3,30,49179
Farm49,HLS,2013,1,52,64124
Farm49,HLS,2013,2,384,97411
Farm49,HLS,2013,3,373,14156
Farm49,HLS,2014,1,313,85520
Farm49,HLS,2014,2,470,35533
Farm49,HLS,2014,3,420,69558
Farm50,HLS,2013,1,161,56589
Farm50,HLS,2013,2,292,60630
Farm50,HLS,2013,3,489,24258
Farm50,HLS,2014,1,81,84836
Farm50,HLS,2014,2,437,43188
Farm50,HLS,2014,3,141,13030
Farm51,ELS,2013,1,59,73096
Farm51,ELS,2013,2,135,65298
Farm51,ELS,2013,3,214,41574
Farm51,ELS,2014,1,303,55945
Farm51,ELS,2014,2,343,78696
Farm51,ELS,2014,3,216,92963
Farm52,ELS,2013,1,387,70732
Farm52,ELS,2013,2,197,58147
Farm52,ELS,2013,3,400,23835
Farm52,ELS,2014,1,17,68277
Farm52,ELS,2014,2,33,11254
Farm52,ELS,2014,3,312,64761
Farm53,ELS,2013,1,192,64128
Farm53,ELS,2013,2,411,89016
Farm53,ELS,2013,3,94,41696
Farm53,ELS,2014,1,172,38716
Farm53,ELS,2014,2,472,59697
Farm53,ELS,2014,3,140,90342
Farm54,ELS,2013,1,362,46229
Farm54,ELS,2013,2,287,84010
Farm54,ELS,2013,3,273,16161
Farm54,ELS,2014,1,431,42767
Farm54,ELS,2014,2,28,85873
Farm54,ELS,2014,3,423,11551
Farm55,HLS,2013,1,432,53051
Farm55,HLS,2013,2,254,49912
Farm55,HLS,2013,3,177,69456
Farm55,HLS,2014,1,282,10311
Farm55,HLS,2014,2,458,89516
Farm55,HLS,2014,3,212,44239
Farm56,ELS,2013,1,451,38386
Farm56,ELS,2013,2,98,8885
Farm56,ELS,2013,3,34,70346
Farm56,ELS,2014,1,266,98669
Farm56,ELS,2014,2,412,18740
Farm56,ELS,2014,3,333,67156
Farm57,HLS,2013,1,489,51919
Farm57,HLS,2013,2,385,34786
Farm57,HLS,2013,3,221,65655
Farm57,HLS,2014,1,135,73674
Farm57,HLS,2014,2,318,25936
Farm57,HLS,2014,3,193,57542
Farm58,HLS,2013,1,15,14869
Farm58,HLS,2013,2,22,63325
Farm58,HLS,2013,3,252,66100
Farm58,HLS,2014,1,47,45743
Farm58,HLS,2014,2,457,19090
Farm58,HLS,2014,3,226,41476
Farm59,ELS,2013,1,408,12305
Farm59,ELS,2013,2,147,55339
Farm59,ELS,2013,3,416,87416
Farm59,ELS,2014,1,46,87050
Farm59,ELS,2014,2,85,56369
Farm59,ELS,2014,3,3,69244
Farm60,ELS,2013,1,245,48722
Farm60,ELS,2013,2,468,12771
Farm60,ELS,2013,3,392,38099
Farm60,ELS,2014,1,370,97710
Farm60,ELS,2014,2,193,15872
Farm60,ELS,2014,3,294,69352
Farm61,ELS,2013,1,268,9830
Farm61,ELS,2013,2,214,49943
Farm61,ELS,2013,3,85,26178
Farm61,ELS,2014,1,293,87616
Farm61,ELS,2014,2,377,42768
Farm61,ELS,2014,3,191,69484
Farm62,ELS,2013,1,179,20500
Farm62,ELS,2013,2,55,88941
Farm62,ELS,2013,3,321,95741
Farm62,ELS,2014,1,415,28795
Farm62,ELS,2014,2,483,92097
Farm62,ELS,2014,3,248,97171
Farm63,HLS,2013,1,270,86936
Farm63,HLS,2013,2,408,21065
Farm63,HLS,2013,3,310,47851
Farm63,HLS,2014,1,218,77172
Farm63,HLS,2014,2,383,56621
Farm63,HLS,2014,3,8,65779
Farm64,ELS,2013,1,280,14218
Farm64,ELS,2013,2,85,5043
Farm64,ELS,2013,3,88,99568
Farm64,ELS,2014,1,444,84910
Farm64,ELS,2014,2,480,18614
Farm64,ELS,2014,3,275,31358
Farm65,HLS,2013,1,493,86622
Farm65,HLS,2013,2,124,88900
Farm65,HLS,2013,3,28,12580
Farm65,HLS,2014,1,317,39346
Farm65,HLS,2014,2,386,75225
Farm65,HLS,2014,3,114,95382
Farm66,ELS,2013,1,17,37589
Farm66,ELS,2013,2,180,52748
Farm66,ELS,2013,3,252,98358
Farm66,ELS,2014,1,40,49715
Farm66,ELS,2014,2,329,97656
Farm66,ELS,2014,3,129,61845
Farm67,HLS,2013,1,135,32945
Farm67,HLS,2013,2,36,43864
Farm67,HLS,2013,3,458,65924
Farm67,HLS,2014,1,89,87725
Farm67,HLS,2014,2,147,38873
Farm67,HLS,2014,3,12,59726
Farm68,HLS,2013,1,426,11214
Farm68,HLS,2013,2,283,44565
Farm68,HLS,2013,3,167,47274
Farm68,HLS,2014,1,22,64214
Farm68,HLS,2014,2,97,64145
Farm68,HLS,2014,3,315,7322
Farm69,HLS,2013,1,263,27214
Farm69,HLS,2013,2,45,83089
Farm69,HLS,2013,3,293,78221
Farm69,HLS,2014,1,233,81122
Farm69,HLS,2014,2,319,88930
Farm69,HLS,2014,3,157,59868
Farm70,HLS,2013,1,335,79285
Farm70,HLS,2013,2,391,97396
Farm70,HLS,2013,3,426,40895
Farm70,HLS,2014,1,80,11339
Farm70,HLS,2014,2,152,57494
Farm70,HLS,2014,3,141,63597
Farm71,HLS,2013,1,484,65437
Farm71,HLS,2013,2,198,39213
Farm71,HLS,2013,3,415,80447
Farm71,HLS,2014,1,82,43610
Farm71,HLS,2014,2,158,41712
Farm71,HLS,2014,3,304,11167
Farm72,HLS,2013,1,348,13465
Farm72,HLS,2013,2,414,97593
Farm72,HLS,2013,3,279,15138
Farm72,HLS,2014,1,273,67593
Farm72,HLS,2014,2,25,45433
Farm72,HLS,2014,3,410,91218
Farm73,HLS,2013,1,315,17682
Farm73,HLS,2013,2,457,88014
Farm73,HLS,2013,3,183,34070
Farm73,HLS,2014,1,25,46822
Farm73,HLS,2014,2,89,29663
Farm73,HLS,2014,3,167,15141
Farm74,ELS,2013,1,459,37297
Farm74,ELS,2013,2,368,56534
Farm74,ELS,2013,3,353,89898
Farm74,ELS,2014,1,153,26624
Farm74,ELS,2014,2,413,86984
Farm74,ELS,2014,3,464,87938
Farm75,ELS,2013,1,55,26936
Farm75,ELS,2013,2,144,32648
Farm75,ELS,2013,3,465,27399
Farm75,ELS,2014,1,96,63835
Farm75,ELS,2014,2,94,52665
Farm75,ELS,2014,3,423,23712
Farm76,ELS,2013,1,343,88324
Farm76,ELS,2013,2,278,60995
Farm76,ELS,2013,3,315,46208
Farm76,ELS,2014,1,444,98322
Farm76,ELS,2014,2,337,80234
Farm76,ELS,2014,3,72,67016
Farm77,HLS,2013,1,200,30818
Farm77,HLS,2013,2,436,21793
Farm77,HLS,2013,3,374,42377
Farm77,HLS,2014,1,133,17077
Farm77,HLS,2014,2,176,49043
Farm77,HLS,2014,3,198,95367
Farm78,ELS,2013,1,334,64694
Farm78,ELS,2013,2,155,30147
Farm78,ELS,2013,3,95,58243
Farm78,ELS,2014,1,410,78688
Farm78,ELS,2014,2,487,33021
Farm78,ELS,2014,3,436,62005
Farm79,HLS,2013,1,392,50506
Farm79,HLS,2013,2,234,52827
Farm79,HLS,2013,3,286,70298
Farm79,HLS,2014,1,90,87508
Farm79,HLS,2014,2,36,73925
Farm79,HLS,2014,3,482,37306
Farm80,HLS,2013,1,354,93424
Farm80,HLS,2013,2,154,55718
Farm80,HLS,2013,3,99,48748
Farm80,HLS,2014,1,5,24861
Farm80,HLS,2014,2,361,84220
Farm80,HLS,2014,3,48,91858
Farm81,HLS,2013,1,369,28191
Farm81,HLS,2013,2,92,14757
Farm81,HLS,2013,3,227,70827
Farm81,HLS,2014,1,102,38938
Farm81,HLS,2014,2,61,41472
Farm81,HLS,2014,3,431,46047
Farm82,HLS,2013,1,166,75204
Farm82,HLS,2013,2,179,53890
Farm82,HLS,2013,3,65,28394
Farm82,HLS,2014,1,197,15677
Farm82,HLS,2014,2,43,8819
Farm82,HLS,2014,3,209,21624
Farm83,ELS,2013,1,472,75169
Farm83,ELS,2013,2,242,19129
Farm83,ELS,2013,3,351,94410
Farm83,ELS,2014,1,24,13270
Farm83,ELS,2014,2,275,52291
Farm83,ELS,2014,3,47,95951
Farm84,HLS,2013,1,84,29188
Farm84,HLS,2013,2,26,32937
Farm84,HLS,2013,3,476,86068
Farm84,HLS,2014,1,359,40940
Farm84,HLS,2014,2,448,50493
Farm84,HLS,2014,3,457,96988
Farm85,ELS,2013,1,429,60825
Farm85,ELS,2013,2,495,67524
Farm85,ELS,2013,3,85,49078
Farm85,ELS,2014,1,187,32409
