Farm,Type,Year,Round,Bees,Floral
Farm25,ELS,2014,2,44,22460
Farm25,ELS,2014,3,77,8260
Farm26,ELS,2013,1,387,98739
Farm26,ELS,2013,2,212,58015
Farm26,ELS,2013,3,251,46942
Farm26,ELS,2014,1,344,43434
Farm26,ELS,2014,2,393,29527
Farm26,ELS,2014,3,130,27284
Farm27,HLS,2013,1,468,81396
Farm27,HLS,2013,2,148,98964
Farm27,HLS,2013,3,334,89344
Farm27,HLS,2014,1,221,98786
Farm27,HLS,2014,2,482,68777
Farm27,HLS,2014,3,267,76273
Farm28,HLS,2013,1,341,80230
Farm28,HLS,2013,2,396,91746
Farm28,HLS,2013,3,43,13708
Farm28,HLS,2014,1,170,57445
Farm28,HLS,2014,2,95,35210
Farm28,HLS,2014,3,483,53698
Farm29,ELS,2013,1,305,75380
Farm29,ELS,2013,2,127,81918
Farm29,ELS,2013,3,154,30825
Farm29,ELS,2014,1,450,18734
Farm29,ELS,2014,2,89,70172
Farm29,ELS,2014,3,173,78717
Farm30,HLS,2013,1,165,15823
Farm30,HLS,2013,2,3,51837
Farm30,HLS,2013,3,277,67692
Farm30,HLS,2014,1,488,87536
Farm30,HLS,2014,2,460,51478
Farm30,HLS,2014,3,169,31756
Farm31,ELS,2013,1,147,92469
Farm31,ELS,2013,2,263,34533
Farm31,ELS,2013,3,296,98453
Farm31,ELS,2014,1,354,26647
Farm31,ELS,2014,2,438,66399
Farm31,ELS,2014,3,456,53193
Farm32,ELS,2013,1,88,79861
Farm32,ELS,2013,2,285,94727
Farm32,ELS,2013,3,88,85002
Farm32,ELS,2014,1,311,67889
Farm32,ELS,2014,2,17,55755
Farm32,ELS,2014,3,157,58075
Farm33,ELS,2013,1,462,39712
Farm33,ELS,2013,2,223,92427
Farm33,ELS,2013,3,110,67020
Farm33,ELS,2014,1,436,83488
Farm33,ELS,2014,2,241,98063
Farm33,ELS,2014,3,132,93503
Farm34,HLS,2013,1,198,26428
Farm34,HLS,2013,2,200,95501
Farm34,HLS,2013,3,264,53294
Farm34,HLS,2014,1,333,8933
Farm34,HLS,2014,2,300,21080
Farm34,HLS,2014,3,472,71839
Farm35,HLS,2013,1,419,65543
Farm35,HLS,2013,2,351,29937
Farm35,HLS,2013,3,398,42687
Farm35,HLS,2014,1,50,46326
Farm35,HLS,2014,2,62,56118
Farm35,HLS,2014,3,344,83931
Farm36,HLS,2013,1,124,17297
Farm36,HLS,2013,2,395,73791
Farm36,HLS,2013,3,144,67683
Farm36,HLS,2014,1,208,14141
Farm36,HLS,2014,2,420,67051
Farm36,HLS,2014,3,96,8487
Farm37,HLS,2013,1,72,92413
Farm37,HLS,2013,2,112,11645
Farm37,HLS,2013,3,32,93485
Farm37,HLS,2014,1,397,99119
Farm37,HLS,2014,2,413,34438
Farm37,HLS,2014,3,358,69251
Farm38,HLS,2013,1,178,68666
Farm38,HLS,2013,2,443,89889
Farm38,HLS,2013,3,411,27416
Farm38,HLS,2014,1,454,84444
Farm38,HLS,2014,2,350,50665
Farm38,HLS,2014,3,233,66671
Farm39,HLS,2013,1,159,39161
Farm39,HLS,2013,2,225,13653
Farm39,HLS,2013,3,66,42897
Farm39,HLS,2014,1,436,20181
Farm39,HLS,2014,2,213,47171
Farm39,HLS,2014,3,318,35571
Farm40,ELS,2013,1,121,59892
Farm40,ELS,2013,2,61,54055
Farm40,ELS,2013,3,476,80369
Farm40,ELS,2014,1,67,8800
Farm40,ELS,2014,2,128,31675
Farm40,ELS,2014,3,204,75629
Farm41,HLS,2013,1,293,43628
Farm41,HLS,2013,2,262,91106
Farm41,HLS,2013,3,85,95506
Farm41,HLS,2014,1,57,62001
Farm41,HLS,2014,2,239,14965
Farm41,HLS,2014,3,351,72896
Farm42,HLS,2013,1,167,18552
Farm42,HLS,2013,2,219,72997
Farm42,HLS,2013,3,40,42994
Farm42,HLS,2014,1,403,72789
Farm42,HLS,2014,2,287,52623
Farm42,HLS,2014,3,191,19313
Farm43,ELS,2013,1,254,41636
Farm43,ELS,2013,2,162,38665
Farm43,ELS,2013,3,337,40903
Farm43,ELS,2014,1,87,60563
Farm43,ELS,2014,2,468,74651
Farm43,ELS,2014,3,435,35100
Farm44,ELS,2013,1,376,87532
Farm44,ELS,2013,2,253,51836
Farm44,ELS,2013,3,88,94658
Farm44,ELS,2014,1,455,66104
Farm44,ELS,2014,2,14,85222
Farm44,ELS,2014,3,114,91231
Farm45,ELS,2013,1,485,94512
Farm45,ELS,2013,2,331,12182
Farm45,ELS,2013,3,493,80042
Farm45,ELS,2014,1,283,39408
Farm45,ELS,2014,2,489,64174
Farm45,ELS,2014,3,20,29012
Farm46,ELS,2013,1,263,16705
Farm46,ELS,2013,2,283,98716
Farm46,ELS,2013,3,236,11029
Farm46,ELS,2014,1,80,27188
Farm46,ELS,2014,2,382,54234
Farm46,ELS,2014,3,203,77843
Farm47,ELS,2013,1,312,75150
Farm47,ELS,2013,2,478,49230
Farm47,ELS,2013,3,415,71469
Farm47,ELS,2014,1,396,6050
Farm47,ELS,2014,2,292,25186
Farm47,ELS,2014,3,133,29547
Farm48,HLS,2013,1,350,34890
Farm48,HLS,2013,2,298,58096
Farm48,HLS,2013,3,301,12790
Farm48,HLS,2014,1,492,30839
Farm48,HLS,2014,2,148,82262
Farm48,HLS,2014,3,384,8471
Farm49,ELS,2013,1,109,85152
Farm49,ELS,2013,2,308,56407
Farm49,ELS,2013,3,410,91640
Farm49,ELS,2014,1,498,24446
Farm49,ELS,2014,2,71,9044
Farm49,ELS,2014,3,67,92954
Farm50,ELS,2013,1,435,59867
Farm50,ELS,2013,2,311,80099
Farm50,ELS,2013,3,448,33807
Farm50,ELS,2014,1,115,38138
Farm50,ELS,2014,2,109,8253
Farm50,ELS,2014,3,148,29909
Farm51,ELS,2013,1,41,59047
Farm51,ELS,2013,2,202,41460
Farm51,ELS,2013,3,347,95269
Farm51,ELS,2014,1,112,29838
Farm51,ELS,2014,2,191,80033
Farm51,ELS,2014,3,20,94123
Farm52,ELS,2013,1,388,86406
