Farm,Type,Year,Round,Bees,Floral
Farm62,ELS,2014,1,462,22478
Farm62,ELS,2014,2,427,49435
Farm62,ELS,2014,3,190,77489
Farm63,ELS,2013,1,2,85568
Farm63,ELS,2013,2,66,14838
Farm63,ELS,2013,3,180,59680
Farm63,ELS,2014,1,87,33704
Farm63,ELS,2014,2,404,45171
Farm63,ELS,2014,3,5,40848
Farm64,HLS,2013,1,52,42105
Farm64,HLS,2013,2,248,74830
Farm64,HLS,2013,3,410,75155
Farm64,HLS,2014,1,270,92358
Farm64,HLS,2014,2,483,85526
Farm64,HLS,2014,3,11,42028
Farm65,ELS,2013,1,132,77843
Farm65,ELS,2013,2,70,43601
Farm65,ELS,2013,3,88,47044
Farm65,ELS,2014,1,359,93552
Farm65,ELS,2014,2,156,22333
Farm65,ELS,2014,3,29,31695
Farm66,ELS,2013,1,419,29984
Farm66,ELS,2013,2,351,79065
Farm66,ELS,2013,3,231,37582
Farm66,ELS,2014,1,414,70409
Farm66,ELS,2014,2,155,60575
Farm66,ELS,2014,3,456,65417
Farm67,HLS,2013,1,132,9488
Farm67,HLS,2013,2,353,98599
Farm67,HLS,2013,3,444,13744
Farm67,HLS,2014,1,201,59894
Farm67,HLS,2014,2,258,71753
Farm67,HLS,2014,3,44,96240
Farm68,ELS,2013,1,275,54778
Farm68,ELS,2013,2,322,31523
Farm68,ELS,2013,3,206,80209
Farm68,ELS,2014,1,1,99726
Farm68,ELS,2014,2,417,89890
Farm68,ELS,2014,3,375,54281
Farm69,HLS,2013,1,328,37110
Farm69,HLS,2013,2,119,29287
Farm69,HLS,2013,3,124,78265
Farm69,HLS,2014,1,314,66154
Farm69,HLS,2014,2,375,41983
Farm69,HLS,2014,3,46,40364
Farm70,HLS,2013,1,396,72574
Farm70,HLS,2013,2,406,32157
Farm70,HLS,2013,3,178,71492
Farm70,HLS,2014,1,320,69029
Farm70,HLS,2014,2,180,10958
Farm70,HLS,2014,3,49,52126
Farm71,HLS,2013,1,245,26276
Farm71,HLS,2013,2,417,89624
Farm71,HLS,2013,3,272,56123
Farm71,HLS,2014,1,339,71372
Farm71,HLS,2014,2,177,7174
Farm71,HLS,2014,3,348,80982
Farm72,ELS,2013,1,84,21866
Farm72,ELS,2013,2,152,17252
Farm72,ELS,2013,3,10,68873
Farm72,ELS,2014,1,424,33330
Farm72,ELS,2014,2,297,90151
Farm72,ELS,2014,3,282,44816
Farm73,HLS,2013,1,78,34773
Farm73,HLS,2013,2,253,13380
Farm73,HLS,2013,3,264,14175
Farm73,HLS,2014,1,300,32917
Farm73,HLS,2014,2,162,44971
Farm73,HLS,2014,3,435,29627
Farm74,HLS,2013,1,6,5261
Farm74,HLS,2013,2,486,18545
Farm74,HLS,2013,3,237,44737
Farm74,HLS,2014,1,131,40734
Farm74,HLS,2014,2,41,94313
Farm74,HLS,2014,3,399,42471
Farm75,ELS,2013,1,207,68319
Farm75,ELS,2013,2,128,86297
Farm75,ELS,2013,3,106,17832
Farm75,ELS,2014,1,306,13552
Farm75,ELS,2014,2,55,38231
Farm75,ELS,2014,3,126,70561
Farm76,ELS,2013,1,405,70238
Farm76,ELS,2013,2,420,81138
Farm76,ELS,2013,3,80,17687
Farm76,ELS,2014,1,338,43562
Farm76,ELS,2014,2,419,71253
Farm76,ELS,2014,3,472,85280
Farm77,HLS,2013,1,145,20398
Farm77,HLS,2013,2,313,87406
Farm77,HLS,2013,3,421,25606
Farm77,HLS,2014,1,73,97034
Farm77,HLS,2014,2,164,11726
Farm77,HLS,2014,3,167,14388
Farm78,HLS,2013,1,47,22121
Farm78,HLS,2013,2,352,99288
Farm78,HLS,2013,3,125,98032
Farm78,HLS,2014,1,366,70837
Farm78,HLS,2014,2,449,28901
Farm78,HLS,2014,3,55,9035
Farm79,ELS,2013,1,472,54108
Farm79,ELS,2013,2,75,60235
Farm79,ELS,2013,3,190,73752
Farm79,ELS,2014,1,191,33401
Farm79,ELS,2014,2,152,85505
Farm79,ELS,2014,3,168,33766
Farm80,ELS,2013,1,320,90596
Farm80,ELS,2013,2,466,25485
Farm80,ELS,2013,3,339,81459
Farm80,ELS,2014,1,421,45702
Farm80,ELS,2014,2,318,20555
Farm80,ELS,2014,3,18,10808
Farm81,ELS,2013,1,413,46062
Farm81,ELS,2013,2,129,38106
Farm81,ELS,2013,3,59,21138
Farm81,ELS,2014,1,122,70133
Farm81,ELS,2014,2,176,58512
Farm81,ELS,2014,3,88,23686
Farm82,ELS,2013,1,98,94204
Farm82,ELS,2013,2,287,46978
Farm82,ELS,2013,3,80,87263
Farm82,ELS,2014,1,28,88726
Farm82,ELS,2014,2,189,54801
Farm82,ELS,2014,3,468,16673
Farm83,ELS,2013,1,396,98033
Farm83,ELS,2013,2,180,33251
Farm83,ELS,2013,3,60,67525
Farm83,ELS,2014,1,199,41359
Farm83,ELS,2014,2,166,97206
Farm83,ELS,2014,3,103,18171
Farm84,ELS,2013,1,73,21779
Farm84,ELS,2013,2,15,8564
Farm84,ELS,2013,3,130,88482
Farm84,ELS,2014,1,346,67671
Farm84,ELS,2014,2,126,10426
Farm84,ELS,2014,3,383,25029
Farm85,HLS,2013,1,351,93557
Farm85,HLS,2013,2,496,66891
Farm85,HLS,2013,3,23,42143
Farm85,HLS,2014,1,411,88487
Farm85,HLS,2014,2,89,56062
Farm85,HLS,2014,3,197,18952
Farm86,ELS,2013,1,492,36601
Farm86,ELS,2013,2,294,15856
Farm86,ELS,2013,3,348,37265
Farm86,ELS,2014,1,227,28072
Farm86,ELS,2014,2,322,85910
Farm86,ELS,2014,3,392,63279
Farm87,HLS,2013,1,314,70838
Farm87,HLS,2013,2,74,26919
Farm87,HLS,2013,3,56,92285
Farm87,HLS,2014,1,224,49322
Farm87,HLS,2014,2,10,25865
Farm87,HLS,2014,3,417,30649
Farm88,ELS,2013,1,473,84989
Farm88,ELS,2013,2,40,36769
Farm88,ELS,2013,3,174,91811
Farm88,ELS,2014,1,158,27317
Farm88,ELS,2014,2,339,10902
Farm88,ELS,2014,3,294,77877
Farm89,ELS,2013,1,159,57023
Farm89,ELS,2013,2,243,94495
Farm89,ELS,2013,3,119,70324
Farm89,ELS,2014,1,138,37869
Farm89,ELS,2014,2,47,35881
Farm89,ELS,2014,3,444,37841
Farm90,ELS,2013,1,351,26873
Farm90,ELS,2013,2,434,69942
Farm90,ELS,2013,3,247,12014
Farm90,ELS,2014,1,115,8314
Farm90,ELS,2014,2,32,61906
Farm90,ELS,2014,3,27,26971
Farm91,HLS,2013,1,142,32516
Farm91,HLS,2013,2,231,43018
Farm91,HLS,2013,3,219,99828
Farm91,HLS,2014,1,34,89761
Farm91,HLS,2014,2,51,23053
Farm91,HLS,2014,3,249,43123
Farm92,HLS,2013,1,226,70513
Farm92,HLS,2013,2,431,36126
Farm92,HLS,2013,3,440,81425
Farm92,HLS,2014,1,456,93138
Farm92,HLS,2014,2,131,28922
Farm92,HLS,2014,3,500,88910
Farm93,ELS,2013,1,275,97485
Farm93,ELS,2013,2,378,40716
Farm93,ELS,2013,3,326,81271
Farm93,ELS,2014,1,241,33353
Farm93,ELS,2014,2,250,87387
Farm93,ELS,2014,3,406,12437
Farm94,ELS,2013,1,287,54913
Farm94,ELS,2013,2,262,84047
Farm94,ELS,2013,3,235,71932
Farm94,ELS,2014,1,282,96196
Farm94,ELS,2014,2,424,51505
Farm94,ELS,2014,3,254,87087
Farm95,HLS,2013,1,321,81956
Farm95,HLS,2013,2,368,70298
Farm95,HLS,2013,3,242,32652
Farm95,HLS,2014,1,339,68028
Farm95,HLS,2014,2,374,46867
Farm95,HLS,2014,3,115,84041
Farm96,HLS,2013,1,457,65182
Farm96,HLS,2013,2,200,69568
Farm96,HLS,2013,3,294,97849
Farm96,HLS,2014,1,267,92185
Farm96,HLS,2014,2,72,59270
Farm96,HLS,2014,3,338,51583
Farm97,ELS,2013,1,209,58121
Farm97,ELS,2013,2,62,53793
Farm97,ELS,2013,3,275,90938
Farm97,ELS,2014,1,307,43056
Farm97,ELS,2014,2,203,19363
Farm97,ELS,2014,3,190,42578
Farm98,HLS,2013,1,304,78478
Farm98,HLS,2013,2,363,83187
Farm98,HLS,2013,3,291,11621
Farm98,HLS,2014,1,302,68684
Farm98,HLS,2014,2,220,56066
Farm98,HLS,2014,3,188,87704
Farm99,HLS,2013,1,427,11701
Farm99,HLS,2013,2,1,67646
Farm99,HLS,2013,3,84,99889
Farm99,HLS,2014,1,464,86433
Farm99,HLS,2014,2,371,64922
Farm99,HLS,2014,3,14,74040
Farm100,ELS,2013,1,459,90422
Farm100,ELS,2013,2,499,29377
Farm100,ELS,2013,3,63,90676
Farm100,ELS,2014,1,298,91752
Farm100,ELS,2014,2,23,35416
Farm100,ELS,2014,3,137,52748
Farm101,HLS,2013,1,328,41093
Farm101,HLS,2013,2,57,38546
Farm101,HLS,2013,3,121,33213
Farm101,HLS,2014,1,286,50968
Farm101,HLS,2014,2,115,46113
Farm101,HLS,2014,3,352,91294
Farm102,HLS,2013,1,171,64123
Farm102,HLS,2013,2,267,90870
Farm102,HLS,2013,3,365,33099
Farm102,HLS,2014,1,38,55267
Farm102,HLS,2014,2,175,93100
Farm102,HLS,2014,3,64,27873
Farm103,HLS,2013,1,396,15774
Farm103,HLS,2013,2,78,65725
Farm103,HLS,2013,3,127,74023
Farm103,HLS,2014,1,227,23261
Farm103,HLS,2014,2,107,97430
Farm103,HLS,2014,3,499,59538
Farm104,HLS,2013,1,47,6081
Farm104,HLS,2013,2,207,72507
Farm104,HLS,2013,3,162,71800
Farm104,HLS,2014,1,429,21669
Farm104,HLS,2014,2,19,25684
Farm104,HLS,2014,3,89,93127
Farm105,ELS,2013,1,204,6735
Farm105,ELS,2013,2,340,98164
Farm105,ELS,2013,3,296,5774
Farm105,ELS,2014,1,484,63125
Farm105,ELS,2014,2,442,21186
Farm105,ELS,2014,3,36,21788
Farm106,ELS,2013,1,35,62248
Farm106,ELS,2013,2,323,72766
Farm106,ELS,2013,3,410,77577
Farm106,ELS,2014,1,372,41187
Farm106,ELS,2014,2,35,58051
Farm106,ELS,2014,3,336,12085
Farm107,HLS,2013,1,396,67414
Farm107,HLS,2013,2,47,35157
Farm107,HLS,2013,3,335,98867
Farm107,HLS,2014,1,401,19193
Farm107,HLS,2014,2,132,67167
Farm107,HLS,2014,3,331,12752
Farm108,HLS,2013,1,120,24761
Farm108,HLS,2013,2,449,88038
Farm108,HLS,2013,3,198,28705
Farm108,HLS,2014,1,245,54348
Farm108,HLS,2014,2,172,5337
Farm108,HLS,2014,3,4,51093
Farm109,HLS,2013,1,360,37327
Farm109,HLS,2013,2,81,99757
Farm109,HLS,2013,3,489,27414
Farm109,HLS,2014,1,407,77352
Farm109,HLS,2014,2,47,94041
Farm109,HLS,2014,3,344,83968
Farm110,ELS,2013,1,58,97294
Farm110,ELS,2013,2,297,80492
Farm110,ELS,2013,3,201,76507
Farm110,ELS,2014,1,434,79827
Farm110,ELS,2014,2,209,50050
Farm110,ELS,2014,3,226,49401
Farm111,ELS,2013,1,128,64871
Farm111,ELS,2013,2,498,30364
Farm111,ELS,2013,3,412,68041
Farm111,ELS,2014,1,311,50964
Farm111,ELS,2014,2,342,12383
Farm111,ELS,2014,3,450,87896
Farm112,ELS,2013,1,1,25803
Farm112,ELS,2013,2,407,31275
Farm112,ELS,2013,3,362,64612
Farm112,ELS,2014,1,237,85125
Farm112,ELS,2014,2,134,54735
Farm112,ELS,2014,3,327,52839
Farm113,ELS,2013,1,450,72235
Farm113,ELS,2013,2,111,32247
Farm113,ELS,2013,3,159,99717
Farm113,ELS,2014,1,435,49623
Farm113,ELS,2014,2,22,87359
Farm113,ELS,2014,3,486,17545
Farm114,HLS,2013,1,280,52319
Farm114,HLS,2013,2,445,42037
Farm114,HLS,2013,3,399,13077
Farm114,HLS,2014,1,178,87398
Farm114,HLS,2014,2,471,71305
Farm114,HLS,2014,3,433,7974
Farm115,ELS,2013,1,9,98431
Farm115,ELS,2013,2,39,14791
Farm115,ELS,2013,3,319,68432
Farm115,ELS,2014,1,482,21317
Farm115,ELS,2014,2,415,98492
Farm115,ELS,2014,3,224,49586
Farm116,ELS,2013,1,273,24383
Farm116,ELS,2013,2,473,16308
Farm116,ELS,2013,3,482,97361
Farm116,ELS,2014,1,489,85421
Farm116,ELS,2014,2,99,96216
Farm116,ELS,2014,3,423,17237
Farm117,HLS,2013,1,9,74846
Farm117,HLS,2013,2,470,95645
Farm117,HLS,2013,3,203,27590
Farm117,HLS,2014,1,98,70656
Farm117,HLS,2014,2,166,16121
Farm117,HLS,2014,3,410,53971
Farm118,ELS,2013,1,291,19510
Farm118,ELS,2013,2,214,53306
Farm118,ELS,2013,3,273,11158
Farm118,ELS,2014,1,272,5772
Farm118,ELS,2014,2,310,56200
Farm118,ELS,2014,3,495,11125
Farm119,HLS,2013,1,443,63374
Farm119,HLS,2013,2,376,14510
Farm119,HLS,2013,3,152,86692
Farm119,HLS,2014,1,340,23827
Farm119,HLS,2014,2,378,91144
Farm119,HLS,2014,3,384,24800
Farm120,HLS,2013,1,134,24965
Farm120,HLS,2013,2,235,32406
Farm120,HLS,2013,3,370,64334
Farm120,HLS,2014,1,213,74216
Farm120,HLS,2014,2,253,40315
Farm120,HLS,2014,3,321,46020
Farm121,ELS,2013,1,203,75832
Farm121,ELS,2013,2,150,27851
Farm121,ELS,2013,3,467,43678
Farm121,ELS,2014,1,234,16938
Farm121,ELS,2014,2,239,47447
Farm121,ELS,2014,3,370,21165
Farm122,ELS,2013,1,86,93345
Farm122,ELS,2013,2,164,20202
Farm122,ELS,2013,3,472,7956
Farm122,ELS,2014,1,21,39780
Farm122,ELS,2014,2,426,60129
Farm122,ELS,2014,3,379,32102
Farm123,ELS,2013,1,2,95991
Farm123,ELS,2013,2,20,72217
Farm123,ELS,2013,3,172,82599
Farm123,ELS,2014,1,293,7166
Farm123,ELS,2014,2,339,47435
Farm123,ELS,2014,3,459,50905
Farm124,ELS,2013,1,240,86389
Farm124,ELS,2013,2,65,66986
